DateTime,Humidity(%),Temperature(°C),MQ5_LPG,MQ8_H2,MQ7_CO,MQ135_Alcohol,MQ135_CO2,MQ135_Toluen,MQ135_NH4,MQ135_Aceton
2024-12-22 23:08:29,,,,,,,,,,
2024-12-22 23:08:29,,,,,,,,,,
2024-12-22 23:08:29,,,0.93,,,,,,,
2024-12-22 23:08:29,,,,53.93,,,,,,
2024-12-22 23:08:29,,,,,0.67,,,,,
2024-12-22 23:08:29,,,,,,1.48,,,,
2024-12-22 23:08:29,,,,,,,425.52,,,
2024-12-22 23:08:29,,,,,,,,0.62,,
2024-12-22 23:08:29,,,,,,,,,4.72,
2024-12-22 23:08:29,,,,,,,,,,0.52
2024-12-22 23:08:31,,,,,,,,,,
2024-12-22 23:08:31,,,,,,,,,,
2024-12-22 23:08:31,,,0.92,,,,,,,
2024-12-22 23:08:31,,,,53.93,,,,,,
2024-12-22 23:08:31,,,,,0.67,,,,,
2024-12-22 23:08:31,,,,,,1.46,,,,
2024-12-22 23:08:31,,,,,,,425.48,,,
2024-12-22 23:08:31,,,,,,,,0.61,,
2024-12-22 23:08:31,,,,,,,,,4.66,
2024-12-22 23:08:31,,,,,,,,,,0.52
2024-12-22 23:08:32,,,,,,,,,,
2024-12-22 23:08:32,,,,,,,,,,
2024-12-22 23:08:32,,,0.92,,,,,,,
2024-12-22 23:08:32,,,,53.83,,,,,,
